episode,episode_reward
668,330.6060486
669,300.3651123
670,211.8248749
671,314.7080383
672,270.6373291
673,302.6458435
674,259.975647
675,231.8797607
676,248.5276337
677,319.496521
678,259.3308105
679,321.4179077
680,319.2541504
681,171.6374054
682,275.9703369
683,267.4016418
684,195.3153992
685,311.1743774
686,339.1345825
687,174.0665131
688,304.7779846
689,269.1761169
690,292.6766663
691,289.4484863
692,276.4867249
693,253.9661102
694,220.4353638
695,267.7212219
696,322.9043579
697,307.6104736
698,295.3958435
699,323.2724609
700,254.827774
701,257.9442444
702,239.1455994
703,244.2673492
704,259.4284668
705,281.0002747
706,352.641571
707,336.2030945
708,236.062851
709,247.0201263
710,222.6725311
711,350.816803
712,249.7396545
713,244.1790466
714,317.0568848
715,262.8283997
716,302.0238037
717,243.59552
718,259.7868042
719,316.6523438
720,262.4541016
721,204.3358765
722,232.2669525
723,191.2773438
724,261.805542
725,235.3820801
726,206.8330231
727,336.5889587
728,199.8563232
729,299.2738647
730,295.6371765
731,298.4063721
732,279.8285217
733,255.3907013
734,297.5656738
735,183.025177
736,221.654953
737,224.9225159
738,278.2286682
739,189.0160217
740,310.3988953
741,321.5888062
742,343.1065063
743,282.4330444
744,181.5332642
745,272.3843384
746,262.0632019
747,274.861145
748,296.6444397
749,303.3696594
750,291.9101563
751,239.1938934
752,258.4193726
753,249.4527435
754,291.1891174
755,253.6892548
756,242.3057556
757,291.5140076
758,177.0103912
759,175.488266
760,239.3460083
761,355.0125427
762,300.9641724
763,334.0568542
764,198.4594879
765,353.0667725
766,292.4941711
767,210.8516541
768,273.6455994
769,309.124939
770,335.8314819
771,312.8955994
772,295.6791687
773,245.9367523
774,311.4263306
775,256.3817749
776,303.8721313
777,187.578598
778,242.0879669
779,263.8630981
780,240.3828125
781,275.1621094
782,284.1506348
783,280.7124329
784,330.1201477
785,204.7609711
786,262.0025024
787,218.7042084
788,371.9636841
789,275.9971924
790,303.5955811
791,222.6151886
792,294.7978821
793,321.8905945
794,226.2272034
795,229.2415009
796,340.5977783
797,294.7590942
798,346.9272156
799,294.6585083
800,277.1502075
801,186.9945221
802,247.5526733
803,293.9707031
804,218.730896
805,207.0991211
806,265.8035278
807,278.1907654
808,210.478363
809,338.1964417
810,220.661911
811,291.9318237
812,182.4479523
813,349.5664673
814,315.6587219
815,301.6690674
816,269.2008057
817,188.8145599
818,274.2504578
819,315.8034668
820,219.1024933
821,300.2936707
822,232.5446014
823,296.8266296
824,194.9029388
825,195.3209229
826,316.9182129
827,313.9447632
828,333.4994507
829,241.5637665
830,332.9454346
831,340.3553772
832,222.1343994
833,245.0287781
834,308.2139282
835,198.0753784
836,363.2865601
837,201.6574707
838,242.3531036
839,312.7366333
840,265.6543274
841,345.2915955
842,283.1194153
843,186.8384247
844,296.9411621
845,297.5767212
846,291.6783447
847,257.996521
848,178.6477203
849,365.1859436
850,258.8691101
851,234.8193207
852,358.7978516
853,322.7781372
854,319.0032349
855,315.6027527
856,371.9977722
857,351.0990601
858,313.604126
859,340.3072815
860,273.9875488
861,354.9502258
862,327.9680176
863,297.2160034
864,304.6760254
865,296.0930176
866,298.0615234
867,370.8857727
868,210.1046906
869,376.9876404
870,240.1859741
871,301.5101624
872,278.8085632
873,287.6700134
874,241.078064
875,317.9348755
876,260.2020264
877,272.3120728
878,323.2746277
879,248.4714203
880,264.9813232
881,362.4569092
882,345.7264709
883,275.7617798
884,202.9007416
885,274.7952576
886,248.2521362
887,259.8910522
888,261.3022461
889,202.8963013
890,311.542511
891,292.4268188
892,308.4999084
893,339.276886
894,355.369873
895,289.5951538
896,262.1179504
897,268.3473206
898,256.7339478
899,344.756012
900,277.7973938
901,269.4186401
902,272.352356
903,260.3270264
904,337.6185608
905,250.4170227
906,268.2501526
907,332.0570679
908,256.9821777
909,207.3703613
910,327.3526917
911,284.4718018
912,241.9463043
913,310.6094055
914,241.4434357
915,249.1548462
916,247.5622864
917,286.1686401
918,234.6666412
919,202.0753632
920,360.7859802
921,253.1077423
922,355.8061523
923,286.2611694
924,207.6209412
925,213.4894409
926,231.4537964
927,274.3882141
928,320.6484375
929,256.1359253
930,293.4637146
931,312.7355652
932,251.9716492
933,298.9267578
934,374.4107666
935,322.3741455
936,240.9849854
937,272.6678772
938,318.2253723
939,330.0631409
940,325.7512207
941,221.5395508
942,340.1972351
943,274.5
944,330.9291992
945,271.9637146
946,241.7702789
947,268.7929382
948,209.3694153
949,242.8325958
950,253.8514252
951,299.9081116
952,315.390625
953,335.4737854
954,371.026062
955,354.1081543
956,332.5491638
957,303.3111877
958,300.0350952
959,245.1039124
960,295.5499878
961,308.1116028
962,312.3706055
963,289.2893677
964,204.4250031
965,339.0960693
966,289.1123352
967,342.0918884
968,255.7915039
969,284.9628296
970,310.6065063
971,204.5969238
972,273.3320313
973,226.607254
974,227.5774994
975,283.7073364
976,294.9032898
977,319.3955078
978,383.8224487
979,283.8518066
980,255.6829529
981,305.2154846
982,291.9739685
983,241.0095215
984,368.6047363
985,323.9093628
986,259.9646301
987,219.2508545
988,301.4195862
989,279.0690308
990,265.0686646
991,346.3076172
992,217.139267
993,260.2269897
994,253.5173035
995,257.2674866
996,318.986908
997,217.6857605
998,337.6845093
999,340.1391602
1000,253.9953766
1001,315.548645
1002,257.2457886
1003,231.109726
1004,307.2276611
1005,294.122467
1006,306.4906311
1007,273.7532349
1008,237.7195892
1009,335.7963562
1010,320.8959045
1011,233.7644043
1012,235.455307
1013,206.9077606
1014,284.2098083
1015,272.8496399
1016,310.1549988
1017,281.5666504
1018,291.5757751
1019,256.9812012
1020,260.6251831
1021,326.4002075
1022,271.2096863
1023,347.3285828
1024,217.5102386
1025,318.157074
1026,337.5318604
1027,320.8028564
1028,222.1808319
1029,285.8851318
1030,308.9188232
1031,281.5057068
1032,322.1675415
1033,339.1156616
1034,318.7175903
1035,330.497345
1036,325.947876
1037,350.0005798
1038,322.7832336
1039,242.016449
1040,217.6490631
1041,262.5588074
1042,344.4979553
1043,268.6609497
1044,245.7857819
1045,294.446991
1046,236.9878998
1047,291.9999084
1048,376.3304138
1049,287.9136963
1050,219.0379333
1051,213.4151154
1052,261.3839111
1053,276.8552246
1054,342.9205627
1055,318.0348206
1056,332.9322205
1057,287.1063843
1058,305.4655457
1059,275.4803467
1060,306.7011108
1061,229.8133392
1062,255.151001
1063,376.6803284
1064,325.2175598
1065,273.4140625
1066,356.9915161
1067,307.907959
1068,217.4234772
1069,333.4205933
1070,382.4101868
1071,256.8843689
1072,248.3477173
1073,348.2875977
1074,358.7722778
1075,231.4498138
1076,252.6593475
1077,314.2883301
1078,400.9763489
1079,327.9888611
1080,325.9571228
1081,296.0870361
1082,303.565918
1083,343.9776611
1084,270.3813477
1085,294.4489136
1086,308.3227844
1087,230.0746918
1088,214.3568878
1089,275.4074402
1090,256.2425537
1091,256.2421875
1092,343.6786804
1093,299.5248108
1094,358.366272
1095,334.318634
1096,307.8473206
1097,331.0528259
1098,302.1766968
1099,295.0455627
1100,332.723938
1101,316.4493713
1102,298.3631897
1103,234.1082153
1104,335.5403442
1105,358.169342
1106,334.1714478
1107,335.9083557
1108,286.6907349
1109,354.500946
1110,328.9672241
1111,274.7836609
1112,241.2362366
1113,248.030899
1114,387.817749
1115,280.6665344
1116,369.1767273
1117,276.5847778
1118,314.1682129
1119,239.2930145
1120,323.1009521
1121,328.2442627
1122,295.1055908
1123,251.7982178
1124,298.0834656
1125,286.8164673
1126,242.7531281
1127,289.2870483
1128,324.3178101
1129,333.9902344
1130,305.1728821
1131,365.0170593
1132,358.0201721
1133,242.9989471
1134,269.5473022
1135,257.1029663
1136,345.7348633
1137,382.0274963
1138,297.4832458
1139,222.6633606
1140,320.5222168
1141,296.310791
1142,267.0262146
1143,287.2984314
1144,237.0441742
1145,290.565155
1146,377.4367676
1147,229.0862885
1148,342.0751953
1149,231.7803497
1150,274.5219421
1151,307.29776
1152,329.6281128
1153,310.2774658
1154,378.5385132
1155,343.445282
1156,395.0948792
1157,317.2932434
1158,240.4208832
1159,349.0796204
1160,257.2120361
1161,257.636261
1162,288.3526001
1163,283.6147461
1164,334.1376648
1165,290.3974609
1166,337.8599548
1167,345.010498
1168,233.1456146
1169,294.9997864
1170,317.5713501
1171,328.5557556
1172,370.8968811
1173,314.7165527
1174,255.0461731
1175,303.1854858
1176,317.4276428
1177,266.2956238
1178,379.1131592
1179,333.4588013
1180,263.2928772
1181,333.4026794
1182,330.9505615
1183,352.8299866
1184,284.7789612
1185,293.2468262
1186,339.7575684
1187,304.6923523
1188,347.3598022
1189,310.9039612
1190,265.7712097
1191,276.7452393
1192,316.2886047
1193,197.4924469
1194,273.7522278
1195,250.5963135
1196,333.9659424
1197,365.7990723
1198,291.9620667
1199,242.9254608
1200,294.2410278
1201,284.9473572
1202,311.7006836
1203,347.9211731
1204,245.5663605
1205,227.1656952
1206,326.8097839
1207,320.7697144
1208,299.7976074
1209,269.5631714
1210,219.0696259
1211,257.4135742
1212,378.8993225
1213,337.9811096
1214,375.3680725
1215,334.0114746
1216,347.8981628
1217,266.5303345
1218,310.3015747
1219,245.2031555
1220,302.4759521
1221,326.2645874
1222,269.2446289
1223,346.7947388
1224,312.1622009
1225,246.9235382
1226,302.6002808
1227,330.9058838
1228,328.7402954
1229,224.3884888
1230,308.2307129
1231,359.354126
1232,245.4467621
1233,269.850647
1234,260.9736938
1235,272.1593323
1236,236.4905243
1237,268.3239746
1238,363.114563
1239,339.7680359
1240,253.3025665
1241,321.1121521
1242,261.6365662
1243,260.3939819
1244,289.115387
1245,365.5192871
1246,263.3381958
1247,293.4658203
1248,340.4924011
1249,320.4837646
1250,306.4591064
1251,261.7164917
1252,368.6281433
1253,296.8099976
1254,431.5019531
1255,352.3673096
1256,276.4685669
1257,209.0848389
1258,302.9260864
1259,352.1777954
1260,297.2364197
1261,271.7032471
1262,234.503006
1263,268.1471558
1264,298.9884033
1265,280.6069946
1266,319.214325
1267,299.1455383
1268,305.7043762
1269,355.9910278
1270,315.9632874
1271,299.3235168
1272,373.6852722
1273,302.9102478
1274,249.7715607
1275,293.3838806
1276,302.2161865
1277,327.529541
1278,303.4458923
1279,376.0444336
1280,277.3265686
1281,263.1347046
1282,297.0425415
1283,326.9411316
1284,247.7204132
1285,385.792511
1286,343.2467041
1287,304.3464661
1288,278.6041565
1289,268.270752
1290,306.581543
1291,290.5181274
1292,224.3351746
1293,404.444458
1294,270.0371704
1295,272.6329956
1296,266.0015564
1297,317.4491577
1298,311.7500305
1299,260.5756836
1300,352.8262329
1301,339.5183716
1302,238.8644409
1303,238.0560455
1304,301.0015259
1305,267.387146
1306,266.2318726
1307,264.0401001
1308,303.5586243
1309,355.7567139
1310,255.0775757
1311,350.0115662
1312,337.1724548
1313,224.2705078
1314,254.1211243
1315,325.8444519
1316,339.6171265
1317,389.2390137
1318,252.790451
1319,254.4213257
1320,311.9450378
1321,317.959259
1322,354.7797852
1323,324.8369446
1324,278.5185242
1325,239.2987518
1326,347.3964539
1327,318.569458
1328,339.069397
1329,391.6356201
1330,373.6061401
1331,301.8779602
1332,367.9455261
1333,263.079895
1334,296.0990906
1335,350.2171631
1336,312.4066467
1337,391.8229065
1338,366.9586792
1339,287.0981445
1340,270.5754089
1341,326.7630615
1342,353.6868286
1343,288.1445618
1344,239.7577209
1345,256.2120056
1346,323.0282288
1347,287.48349
1348,297.6738892
1349,359.1692505
1350,399.0917664
1351,270.495697
1352,332.7941589
1353,292.5975647
1354,294.6005249
1355,384.4046936
1356,266.2747192
1357,311.1256104
1358,253.8437958
1359,253.837616
1360,265.3403015
1361,327.8259888
1362,360.7241821
1363,380.6129761
1364,270.3108215
1365,292.8392944
1366,258.7053528
1367,276.9968872
1368,286.1850586
1369,293.3749695
1370,397.4749146
1371,303.5923767
1372,327.6668701
1373,275.4509888
1374,227.0885925
1375,271.4165039
1376,262.9398193
1377,274.3395691
1378,234.805603
1379,359.4494324
1380,333.5812988
1381,317.6946106
1382,323.8889771
1383,322.4299316
1384,340.3037415
1385,371.6693726
1386,233.3065338
1387,332.4807739
1388,298.90802
1389,340.6647339
1390,349.4528503
1391,319.8916016
1392,301.7924194
1393,248.6776886
1394,324.5649109
1395,307.67453
1396,322.9176331
1397,215.0356598
1398,318.8016052
1399,253.0219116
1400,214.7120667
1401,238.4967804
1402,297.2518616
1403,291.0076294
1404,258.602356
1405,236.7289124
1406,348.9198608
1407,288.0254211
1408,276.7931213
1409,236.6068115
1410,256.9281921
1411,278.8885498
1412,297.5976257
1413,354.9340515
1414,395.6251526
1415,331.0991516
1416,527.7611694
1417,361.8783875
1418,430.8108521
1419,491.2484741
1420,406.3166809
1421,343.6633606
1422,412.8471985
1423,303.2902832
1424,401.2419128
1425,431.5621643
1426,322.1876831
1427,235.9828949
1428,370.9278564
1429,325.0994568
1430,360.1125488
1431,459.3003845
1432,355.7630005
1433,449.3774719
1434,364.5414429
1435,276.3128357
1436,350.4798584
1437,457.42276
1438,212.9761047
1439,312.2051086
1440,327.3404541
1441,243.9149017
1442,407.0012817
1443,495.0966492
1444,366.5168457
1445,330.5989075
1446,346.5338135
1447,399.962616
1448,328.2109985
1449,260.1810303
1450,317.4285583
1451,452.7064514
1452,428.7149963
1453,404.9280701
1454,410.9197998
1455,388.2998657
1456,245.9780121
1457,427.6437683
1458,329.2382202
1459,287.7355042
1460,293.1860962
1461,263.4458008
1462,448.1667175
1463,328.3122864
1464,341.3627625
1465,418.7405396
1466,372.2041626
1467,379.0933228
1468,405.3691406
1469,288.1473999
1470,392.1796875
1471,412.3161316
1472,258.2381592
1473,309.6071472
1474,349.3889465
1475,392.8744812
1476,356.743042
1477,412.8862915
1478,346.3884888
1479,214.5061188
1480,443.0126038
1481,243.3460236
1482,323.9950867
1483,435.6972656
1484,343.0722046
1485,258.2037048
1486,333.5281982
1487,363.8514709
1488,362.8208618
1489,307.1351624
1490,309.4143372
1491,310.4260864
1492,294.9529419
1493,353.9448547
1494,301.3276367
1495,318.6480103
1496,276.6908875
1497,322.2133484
1498,261.7203064
1499,294.9243469
1500,367.7559814
1501,293.7528687
1502,281.854248
1503,319.1676636
1504,260.3138733
1505,222.4411316
1506,402.5197449
1507,322.7539368
1508,281.2903748
1509,344.0539551
1510,323.8349609
1511,241.9293518
1512,346.138916
1513,314.1101074
1514,324.1428528
1515,320.015564
1516,336.3610229
1517,257.6170044
1518,277.7228088
1519,327.3627319
1520,226.6986237
1521,399.799408
1522,403.0133667
1523,399.8190002
1524,672.9668579
1525,498.0250549
1526,292.2330017
1527,290.0268555
1528,665.5621948
1529,227.408844
1530,312.7417908
1531,528.3599854
1532,325.2705994
1533,370.5004578
1534,264.8955078
1535,330.1023254
1536,358.9023132
1537,317.3091125
1538,295.4177856
1539,447.3985901
1540,447.5844727
1541,307.4396362
1542,342.4270935
1543,180.1141052
1544,331.0467224
1545,397.093689
1546,453.2035828
1547,270.5591736
1548,317.7812805
1549,443.7993469
1550,422.9052429
1551,320.897583
1552,304.9866028
1553,378.7597351
1554,270.6880798
1555,321.4185791
1556,396.5113525
1557,354.3315735
1558,345.5940247
1559,328.1084595
1560,268.0985413
1561,667.7960205
1562,438.7452393
1563,394.0257263
1564,526.5325928
1565,332.6654663
1566,298.4760742
1567,357.2287598
1568,422.7774963
1569,306.29245
1570,296.3925781
1571,308.9823914
1572,453.0958252
1573,328.4317322
1574,444.4455566
1575,326.0866089
1576,311.4471436
1577,423.6306763
1578,363.8473816
1579,343.9351196
1580,331.2920532
1581,233.7503052
1582,372.055603
1583,350.0606384
1584,305.5863342
1585,485.2443542
1586,480.4495544
1587,395.7617493
1588,350.5199585
1589,367.7831421
1590,474.6332092
1591,258.4756775
1592,308.8371277
1593,331.032196
1594,391.556427
1595,420.9677734
1596,221.2988129
1597,219.7487946
1598,246.423584
1599,350.6096497
1600,282.7578125
1601,304.5971985
1602,304.4188232
1603,367.2084045
1604,303.0956421
1605,265.1390686
1606,421.8554688
1607,302.2911072
1608,386.1342773
1609,234.4601746
1610,267.927002
1611,351.2368164
1612,310.0037231
1613,343.5296631
1614,410.7641296
1615,270.3927612
1616,361.5217285
1617,327.7310791
1618,255.7423706
1619,311.1603088
1620,337.9213562
1621,340.2368164
1622,402.7650452
1623,467.2095642
1624,438.7080078
1625,308.7014465
1626,495.3817749
1627,283.021637
1628,358.9262695
1629,261.7919617
1630,443.3145447
1631,773.5505981
1632,294.9649353
1633,255.5726624
1634,324.7561646
1635,198.5530396
1636,320.6625977
1637,258.7460022
1638,568.9174194
1639,640.5299072
1640,219.4077454
1641,663.6569824
1642,188.0124054
1643,247.3375549
1644,301.3457031
1645,219.5585327
1646,258.6175232
1647,616.6843872
1648,325.3807068
1649,346.3183899
1650,409.1277466
1651,385.5820313
1652,678.9111328
1653,221.0914001
1654,318.3082886
1655,237.8925781
1656,286.1800842
1657,308.295105
1658,343.2263184
1659,374.894043
1660,454.7095337
1661,283.8172302
1662,368.0615234
1663,308.4367065
1664,382.4407349
1665,306.828125
1666,315.0935364
1667,366.4762268
1668,279.9246216
1669,260.6950073
1670,263.6731567
1671,298.1350403
1672,341.2119141
1673,264.0962219
1674,373.4127502
1675,270.6069641
1676,372.3966675
1677,386.3772583
1678,418.705658
1679,379.6998901
1680,331.8202515
1681,551.3635254
1682,307.3277588
1683,349.4491272
1684,240.6741638
